function,year,amount,sheet
350 Agriculture:,2004,0.0,hist05z1
351 Farm income stabilization,2004,28426.0,hist05z1
352 Agricultural research and services,2004,4303.0,hist05z1
"Total, Agriculture",2004,32729.0,hist05z1
370 Commerce and Housing Credit:,2004,0.0,hist05z1
371 Mortgage credit,2004,17.0,hist05z1
372 Postal service,2004,2117.0,hist05z1
(On-budget),2004,60.0,hist05z1
(Off-budget),2004,2057.0,hist05z1
373 Deposit insurance,2004,1.0,hist05z1
376 Other advancement of commerce,2004,12000.0,hist05z1
"Total, Commerce and Housing Credit",2004,14135.0,hist05z1
(On-budget),2004,12078.0,hist05z1
(Off-budget),2004,2057.0,hist05z1
400 Transportation:,2004,0.0,hist05z1
401 Ground transportation,2004,45229.0,hist05z1
402 Air transportation,2004,18330.0,hist05z1
403 Water transportation,2004,7200.0,hist05z1
407 Other transportation,2004,301.0,hist05z1
"Total, Transportation",2004,71060.0,hist05z1
450 Community and Regional Development:,2004,0.0,hist05z1
451 Community development,2004,5780.0,hist05z1
452 Area and regional development,2004,2535.0,hist05z1
453 Disaster relief and insurance,2004,9821.0,hist05z1
"Total, Community and Regional Development",2004,18136.0,hist05z1
"500 Education, Training, Employment, and Social Services:",2004,0.0,hist05z1
"501 Elementary, secondary, and vocational education",2004,38254.0,hist05z1
502 Higher education,2004,25624.0,hist05z1
503 Research and general education aids,2004,3085.0,hist05z1
504 Training and employment,2004,7255.0,hist05z1
505 Other labor services,2004,1610.0,hist05z1
506 Social services,2004,16210.0,hist05z1
"Total, Education, Training, Employment, and Social Services",2004,92038.0,hist05z1
550 Health:,2004,0.0,hist05z1
551 Health care services,2004,219528.0,hist05z1
552 Health research and training,2004,28959.0,hist05z1
554 Consumer and occupational health and safety,2004,2941.0,hist05z1
"Total, Health",2004,251428.0,hist05z1
570 Medicare:,2004,0.0,hist05z1
571 Medicare,2004,271656.0,hist05z1
600 Income Security:,2004,0.0,hist05z1
601 General retirement and disability insurance (excluding social security),2004,6480.0,hist05z1
602 Federal employee retirement and disability,2004,90527.0,hist05z1
603 Unemployment compensation,2004,45596.0,hist05z1
604 Housing assistance,2004,29804.0,hist05z1
605 Food and nutrition assistance,2004,48582.0,hist05z1
609 Other income security,2004,113350.0,hist05z1
"Total, Income Security",2004,334339.0,hist05z1
650 Social Security:,2004,0.0,hist05z1
651 Social security,2004,496047.0,hist05z1
(On-budget),2004,14348.0,hist05z1
(Off-budget),2004,481699.0,hist05z1
700 Veterans Benefits and Services:,2004,0.0,hist05z1
701 Income security for veterans,2004,30905.0,hist05z1
"702 Veterans education, training, and rehabilitation",2004,2412.0,hist05z1
703 Hospital and medical care for veterans,2004,27453.0,hist05z1
704 Veterans housing,2004,-1944.0,hist05z1
705 Other veterans benefits and services,2004,1601.0,hist05z1
"Total, Veterans Benefits and Services",2004,60427.0,hist05z1
750 Administration of Justice:,2004,0.0,hist05z1
751 Federal law enforcement activities,2004,19725.0,hist05z1
752 Federal litigative and judicial activities,2004,10366.0,hist05z1
753 Federal correctional activities,2004,4768.0,hist05z1
754 Criminal justice assistance,2004,10814.0,hist05z1
"Total, Administration of Justice",2004,45673.0,hist05z1
800 General Government:,2004,0.0,hist05z1
801 Legislative functions,2004,3173.0,hist05z1
802 Executive direction and management,2004,569.0,hist05z1
803 Central fiscal operations,2004,9903.0,hist05z1
804 General property and records management,2004,810.0,hist05z1
805 Central personnel management,2004,207.0,hist05z1
806 General purpose fiscal assistance,2004,7702.0,hist05z1
808 Other general government,2004,2495.0,hist05z1
809 Deductions for offsetting receipts,2004,-1068.0,hist05z1
"Total, General Government",2004,23791.0,hist05z1
900 Net Interest:,2004,0.0,hist05z1
901 Interest on Treasury debt securities (gross),2004,321679.0,hist05z1
902 Interest received by on-budget trust funds,2004,-67761.0,hist05z1
903 Interest received by off-budget trust funds,2004,-86228.0,hist05z1
908 Other interest,2004,-4541.0,hist05z1
(On-budget),2004,-4541.0,hist05z1
(Off-budget),2004,0.0,hist05z1
909 Other investment income,2004,-2972.0,hist05z1
"Total, Net Interest",2004,160177.0,hist05z1
(On-budget),2004,246405.0,hist05z1
(Off-budget),2004,-86228.0,hist05z1
950 Undistributed Offsetting Receipts:,2004,0.0,hist05z1
"951 Employer share, employee retirement (on-budget)",2004,-42100.0,hist05z1
"952 Employer share, employee retirement (off-budget)",2004,-11331.0,hist05z1
953 Rents and royalties on the Outer Continental Shelf,2004,-5106.0,hist05z1
954 Sale of major assets,2004,0.0,hist05z1
959 Other undistributed offsetting receipts,2004,0.0,hist05z1
"Total, Undistributed Offsetting Receipts",2004,-58537.0,hist05z1
(On-budget),2004,-47206.0,hist05z1
(Off-budget),2004,-11331.0,hist05z1
Total budget authority,2004,2408175.0,hist05z1
(On-budget),2004,2021978.0,hist05z1
(Off-budget),2004,386197.0,hist05z1
On-budget unless otherwise stated,2004,0.0,hist05z1
050 National Defense:,2005,0.0,hist05z1
051 Department of Defense-Military:,2005,0.0,hist05z1
Military Personnel,2005,121279.0,hist05z1
Operation and Maintenance,2005,179210.0,hist05z1
Procurement,2005,96613.0,hist05z1
"Research, Development, Test, and Evaluation",2005,68826.0,hist05z1
Military Construction,2005,7260.0,hist05z1
Family Housing,2005,4101.0,hist05z1
Other,2005,6557.0,hist05z1
"051 Subtotal, Department of Defense-Military",2005,483846.0,hist05z1
053 Atomic energy defense activities,2005,17865.0,hist05z1
054 Defense-related activities,2005,4029.0,hist05z1
"Total, National Defense",2005,505740.0,hist05z1
150 International Affairs:,2005,0.0,hist05z1
151 International development and humanitarian assistance,2005,13449.0,hist05z1
152 International security assistance,2005,8502.0,hist05z1
153 Conduct of foreign affairs,2005,9703.0,hist05z1
154 Foreign information and exchange activities,2005,1087.0,hist05z1
155 International financial programs,2005,106.0,hist05z1
"Total, International Affairs",2005,32847.0,hist05z1
"250 General Science, Space, and Technology:",2005,0.0,hist05z1
251 General science and basic research,2005,9086.0,hist05z1
"252 Space flight, research, and supporting activities",2005,15243.0,hist05z1
"Total, General Science, Space, and Technology",2005,24329.0,hist05z1
270 Energy:,2005,0.0,hist05z1
271 Energy supply,2005,-98.0,hist05z1
272 Energy conservation,2005,859.0,hist05z1
274 Emergency energy preparedness,2005,175.0,hist05z1
"276 Energy information, policy, and regulation",2005,373.0,hist05z1
"Total, Energy",2005,1309.0,hist05z1
300 Natural Resources and Environment:,2005,0.0,hist05z1
301 Water resources,2005,7003.0,hist05z1
302 Conservation and land management,2005,9727.0,hist05z1
303 Recreational resources,2005,3009.0,hist05z1
304 Pollution control and abatement,2005,8103.0,hist05z1
306 Other natural resources,2005,5158.0,hist05z1
"Total, Natural Resources and Environment",2005,33000.0,hist05z1
350 Agriculture:,2005,0.0,hist05z1
351 Farm income stabilization,2005,24631.0,hist05z1
352 Agricultural research and services,2005,4604.0,hist05z1
"Total, Agriculture",2005,29235.0,hist05z1
370 Commerce and Housing Credit:,2005,0.0,hist05z1
371 Mortgage credit,2005,-490.0,hist05z1
372 Postal service,2005,1573.0,hist05z1
(On-budget),2005,568.0,hist05z1
(Off-budget),2005,1005.0,hist05z1
373 Deposit insurance,2005,423.0,hist05z1
376 Other advancement of commerce,2005,12721.0,hist05z1
"Total, Commerce and Housing Credit",2005,14227.0,hist05z1
(On-budget),2005,13222.0,hist05z1
(Off-budget),2005,1005.0,hist05z1
400 Transportation:,2005,0.0,hist05z1
401 Ground transportation,2005,49507.0,hist05z1
402 Air transportation,2005,18971.0,hist05z1
403 Water transportation,2005,7384.0,hist05z1
407 Other transportation,2005,373.0,hist05z1
"Total, Transportation",2005,76235.0,hist05z1
450 Community and Regional Development:,2005,0.0,hist05z1
451 Community development,2005,5724.0,hist05z1
452 Area and regional development,2005,2636.0,hist05z1
453 Disaster relief and insurance,2005,76135.0,hist05z1
"Total, Community and Regional Development",2005,84495.0,hist05z1
"500 Education, Training, Employment, and Social Services:",2005,0.0,hist05z1
"501 Elementary, secondary, and vocational education",2005,38845.0,hist05z1
502 Higher education,2005,32292.0,hist05z1
503 Research and general education aids,2005,3213.0,hist05z1
504 Training and employment,2005,7432.0,hist05z1
505 Other labor services,2005,1634.0,hist05z1
506 Social services,2005,16560.0,hist05z1
"Total, Education, Training, Employment, and Social Services",2005,99976.0,hist05z1
550 Health:,2005,0.0,hist05z1
551 Health care services,2005,219113.0,hist05z1
552 Health research and training,2005,29619.0,hist05z1
554 Consumer and occupational health and safety,2005,3071.0,hist05z1
"Total, Health",2005,251803.0,hist05z1
570 Medicare:,2005,0.0,hist05z1
571 Medicare,2005,303410.0,hist05z1
600 Income Security:,2005,0.0,hist05z1
601 General retirement and disability insurance (excluding social security),2005,5303.0,hist05z1
602 Federal employee retirement and disability,2005,95063.0,hist05z1
603 Unemployment compensation,2005,35150.0,hist05z1
604 Housing assistance,2005,30120.0,hist05z1
605 Food and nutrition assistance,2005,53428.0,hist05z1
609 Other income security,2005,129923.0,hist05z1
"Total, Income Security",2005,348987.0,hist05z1
650 Social Security:,2005,0.0,hist05z1
651 Social security,2005,531657.0,hist05z1
(On-budget),2005,16527.0,hist05z1
(Off-budget),2005,515130.0,hist05z1
700 Veterans Benefits and Services:,2005,0.0,hist05z1
701 Income security for veterans,2005,33462.0,hist05z1
"702 Veterans education, training, and rehabilitation",2005,2653.0,hist05z1
703 Hospital and medical care for veterans,2005,30400.0,hist05z1
704 Veterans housing,2005,892.0,hist05z1
705 Other veterans benefits and services,2005,1792.0,hist05z1
"Total, Veterans Benefits and Services",2005,69199.0,hist05z1
750 Administration of Justice:,2005,0.0,hist05z1
751 Federal law enforcement activities,2005,20561.0,hist05z1
752 Federal litigative and judicial activities,2005,11087.0,hist05z1
753 Federal correctional activities,2005,4776.0,hist05z1
754 Criminal justice assistance,2005,4150.0,hist05z1
"Total, Administration of Justice",2005,40574.0,hist05z1
800 General Government:,2005,0.0,hist05z1
801 Legislative functions,2005,3280.0,hist05z1
802 Executive direction and management,2005,620.0,hist05z1
803 Central fiscal operations,2005,10171.0,hist05z1
804 General property and records management,2005,625.0,hist05z1
805 Central personnel management,2005,237.0,hist05z1
806 General purpose fiscal assistance,2005,3419.0,hist05z1
808 Other general government,2005,1357.0,hist05z1
809 Deductions for offsetting receipts,2005,-2841.0,hist05z1
"Total, General Government",2005,16868.0,hist05z1
900 Net Interest:,2005,0.0,hist05z1
901 Interest on Treasury debt securities (gross),2005,352345.0,hist05z1
902 Interest received by on-budget trust funds,2005,-69153.0,hist05z1
903 Interest received by off-budget trust funds,2005,-91836.0,hist05z1
908 Other interest,2005,-3957.0,hist05z1
(On-budget),2005,-3957.0,hist05z1
(Off-budget),2005,0.0,hist05z1
909 Other investment income,2005,-3425.0,hist05z1
"Total, Net Interest",2005,183974.0,hist05z1
(On-budget),2005,275810.0,hist05z1
(Off-budget),2005,-91836.0,hist05z1
950 Undistributed Offsetting Receipts:,2005,0.0,hist05z1
"951 Employer share, employee retirement (on-budget)",2005,-47977.0,hist05z1
"952 Employer share, employee retirement (off-budget)",2005,-10941.0,hist05z1
953 Rents and royalties on the Outer Continental Shelf,2005,-6146.0,hist05z1
954 Sale of major assets,2005,0.0,hist05z1
959 Other undistributed offsetting receipts,2005,-160.0,hist05z1
"Total, Undistributed Offsetting Receipts",2005,-65224.0,hist05z1
(On-budget),2005,-54283.0,hist05z1
(Off-budget),2005,-10941.0,hist05z1
Total budget authority,2005,2582641.0,hist05z1
(On-budget),2005,2169283.0,hist05z1
(Off-budget),2005,413358.0,hist05z1
On-budget unless otherwise stated,2005,0.0,hist05z1
050 National Defense:,2006,0.0,hist05z1
051 Department of Defense-Military:,2006,0.0,hist05z1
Military Personnel,2006,128485.0,hist05z1
Operation and Maintenance,2006,213534.0,hist05z1
Procurement,2006,105370.0,hist05z1
"Research, Development, Test, and Evaluation",2006,72855.0,hist05z1
Military Construction,2006,9530.0,hist05z1
Family Housing,2006,4427.0,hist05z1
Other,2006,-1299.0,hist05z1
"051 Subtotal, Department of Defense-Military",2006,532902.0,hist05z1
053 Atomic energy defense activities,2006,17433.0,hist05z1
054 Defense-related activities,2006,5931.0,hist05z1
"Total, National Defense",2006,556266.0,hist05z1
150 International Affairs:,2006,0.0,hist05z1
151 International development and humanitarian assistance,2006,14533.0,hist05z1
152 International security assistance,2006,9067.0,hist05z1
153 Conduct of foreign affairs,2006,9827.0,hist05z1
154 Foreign information and exchange activities,2006,1261.0,hist05z1
155 International financial programs,2006,-1976.0,hist05z1
"Total, International Affairs",2006,32712.0,hist05z1
"250 General Science, Space, and Technology:",2006,0.0,hist05z1
251 General science and basic research,2006,9260.0,hist05z1
"252 Space flight, research, and supporting activities",2006,15765.0,hist05z1
"Total, General Science, Space, and Technology",2006,25025.0,hist05z1
270 Energy:,2006,0.0,hist05z1
271 Energy supply,2006,-948.0,hist05z1
272 Energy conservation,2006,781.0,hist05z1
274 Emergency energy preparedness,2006,155.0,hist05z1
"276 Energy information, policy, and regulation",2006,316.0,hist05z1
"Total, Energy",2006,304.0,hist05z1
300 Natural Resources and Environment:,2006,0.0,hist05z1
301 Water resources,2006,13309.0,hist05z1
302 Conservation and land management,2006,8585.0,hist05z1
303 Recreational resources,2006,3010.0,hist05z1
304 Pollution control and abatement,2006,7777.0,hist05z1
306 Other natural resources,2006,5382.0,hist05z1
"Total, Natural Resources and Environment",2006,38063.0,hist05z1
350 Agriculture:,2006,0.0,hist05z1
351 Farm income stabilization,2006,20887.0,hist05z1
352 Agricultural research and services,2006,4737.0,hist05z1
"Total, Agriculture",2006,25624.0,hist05z1
370 Commerce and Housing Credit:,2006,0.0,hist05z1
371 Mortgage credit,2006,207.0,hist05z1
372 Postal service,2006,3797.0,hist05z1
(On-budget),2006,104.0,hist05z1
(Off-budget),2006,3693.0,hist05z1
373 Deposit insurance,2006,401.0,hist05z1
376 Other advancement of commerce,2006,9896.0,hist05z1
"Total, Commerce and Housing Credit",2006,14301.0,hist05z1
(On-budget),2006,10608.0,hist05z1
(Off-budget),2006,3693.0,hist05z1
400 Transportation:,2006,0.0,hist05z1
